,UserId,ProductId,Rating,Timestamp
0,A39HTATAQ9V7YF,0205616461,5.0,1369699200
1,A3JM6GV9MNOF9X,0558925278,3.0,1355443200
2,A1Z513UWSAAO0F,0558925278,5.0,1404691200
3,A1WMRR494NWEWV,0733001998,4.0,1382572800
4,A3IAAVS479H7M7,0737104473,1.0,1274227200
5,AKJHHD5VEH7VG,0762451459,5.0,1404518400
6,A1BG8QW55XHN6U,1304139212,5.0,1371945600
7,A22VW0P4VZHDE3,1304139220,5.0,1373068800
8,A3V3RE4132GKRO,130414089X,5.0,1401840000
9,A327B0I7CYTEJC,130414643X,4.0,1389052800
10,A1BG8QW55XHN6U,130414643X,5.0,1372032000
11,AIFAAVTUYHEHB,130414643X,4.0,1378252800
12,AVOGV98AYOFG2,1304146537,5.0,1372118400
13,A22VW0P4VZHDE3,130414674X,5.0,1371686400
14,AVOGV98AYOFG2,1304168522,5.0,1372118400
15,A6R426V4J7AOM,1304168522,5.0,1373414400
16,A22VW0P4VZHDE3,1304174778,5.0,1372896000
17,AKGB62WGF35J8,1304174778,5.0,1372896000
18,A22VW0P4VZHDE3,1304174867,5.0,1373068800
19,A1BG8QW55XHN6U,1304174867,5.0,1372291200
20,A1BG8QW55XHN6U,1304174905,5.0,1372291200
21,A22VW0P4VZHDE3,1304196046,5.0,1372896000
22,A22VW0P4VZHDE3,1304196062,5.0,1372896000
23,A3A4C2K3TWDAO5,1304196070,1.0,1378425600
24,A3FV2Q7WPZMQPV,1304196135,5.0,1375488000
25,A22VW0P4VZHDE3,1304196135,5.0,1372896000
26,A1RXI3A1E99112,1304351475,5.0,1405296000
27,A26QL1FBQO9C0E,1304351475,5.0,1392076800
28,A19KEEVZYO1KO6,1304351475,4.0,1388707200
29,A1F6HRR58TQ2R0,1304351475,5.0,1394928000
30,AVQP6PO1NK0IJ,1304351475,1.0,1389657600
31,A32IWHU4TUEQZR,1304351475,4.0,1383523200
32,ASPJCWRXUOYYY,1304351475,5.0,1392681600
33,A1LAW520BT5AM0,1304351475,1.0,1392422400
34,A3SWQ2QQ7JBPFA,1304351475,5.0,1402790400
35,A2D7CPCZH5VFVZ,1304351475,1.0,1396742400
36,A274NIJWOQWE30,1304351475,5.0,1385251200
37,A2OMU0R0VM5O9I,1304351475,1.0,1397606400
38,A2YFDS6DYGFLVQ,1304351475,5.0,1405036800
39,AKA7T9TPISJ26,1304351475,1.0,1399680000
40,AN33X95J5460X,1304351475,4.0,1395187200
41,A2UEOW698J0SSR,1304351475,5.0,1397779200
42,A22ZFXQE8AWPEP,1304482596,1.0,1383177600
43,A6R426V4J7AOM,1304482596,5.0,1384992000
44,A9ZNJ2AXPO652,1304482634,2.0,1386028800
45,A169NC0ZW6XKRD,1304482685,3.0,1391558400
46,AZWRTJPN7NXT,1304482685,5.0,1383004800
47,A22ZFXQE8AWPEP,1304482685,1.0,1383177600
48,AH344ZAN5GNOM,1304482685,5.0,1391558400
49,A1YQUT1H2ENJ8U,1304482685,4.0,1383004800
50,A22VW0P4VZHDE3,1304482685,5.0,1384128000
51,A6R426V4J7AOM,1304488608,5.0,1384732800
52,A22ZFXQE8AWPEP,1304495396,1.0,1384992000
53,A6R426V4J7AOM,1304495396,5.0,1384992000
54,A3C744AK5A6MMI,1304495396,5.0,1385856000
55,A2H6SFTV2892Z8,1304511073,5.0,1384992000
56,A225CH9TTQPC4B,1304511073,1.0,1393891200
57,A2F6NPTGDMFXN9,1304511073,1.0,1385596800
58,A2H6SFTV2892Z8,1304511081,5.0,1384992000
59,A1DC0DSF3H3BCW,1304511081,3.0,1391817600
60,A3TR91FJ4MNFY9,1304511081,5.0,1391558400
61,A22ZFXQE8AWPEP,1304511111,1.0,1384992000
62,A3IANSH41YHFP1,1304511111,5.0,1389830400
63,A2NRG4NQMLHDJQ,1304511111,1.0,1385769600
64,A6R426V4J7AOM,130451112X,5.0,1383868800
65,A2H6SFTV2892Z8,1304511138,5.0,1384992000
66,A22ZFXQE8AWPEP,1304511138,1.0,1384992000
67,A32G79IU2NJ2HS,1304511138,1.0,1388188800
68,A2H6SFTV2892Z8,1304511146,5.0,1384992000
69,A3L2VTHD6W1E2Z,1304511146,2.0,1386201600
70,A3L2VTHD6W1E2Z,1304511154,1.0,1386201600
71,A1BG8QW55XHN6U,1304511154,5.0,1384732800
72,A2H6SFTV2892Z8,1304622193,5.0,1384992000
73,A22VW0P4VZHDE3,1304622193,5.0,1385856000
74,A2H6SFTV2892Z8,1304622223,5.0,1384992000
75,A6R426V4J7AOM,1304622428,5.0,1384992000
76,A15THVWZS6GQZY,1304622428,5.0,1388102400
77,A1BG8QW55XHN6U,1304622452,5.0,1385424000
78,A2H6SFTV2892Z8,1304622460,5.0,1384992000
79,A1VCW66KPTNUV8,1304622622,1.0,1385424000
80,AO5JB67V93FBL,1304622622,5.0,1388620800
81,A1GWD6BDCLGC82,1304622622,1.0,1388016000
82,AJ85OD05LNNUY,1304622657,2.0,1404172800
83,A1E5CS6UI1LWQF,1304622657,5.0,1390608000
84,A1SWCNGOR3GMOQ,1304622657,5.0,1393286400
85,A1BG8QW55XHN6U,1304622657,5.0,1385596800
86,A22ZFXQE8AWPEP,1304622665,1.0,1386028800
87,A22ZFXQE8AWPEP,1304624498,1.0,1385683200
88,A2IOZRH02O4C9S,1304624498,1.0,1392076800
89,A2H6SFTV2892Z8,1304624544,5.0,1384992000
90,A1RGXKJ4RFIOCX,1304624544,1.0,1394755200
91,A11OEJ4R1PDTLN,1304624544,1.0,1391385600
92,A22ZFXQE8AWPEP,1304651029,1.0,1386028800
93,A1BG8QW55XHN6U,1304651029,5.0,1385424000
94,A1BG8QW55XHN6U,1304651088,5.0,1385424000
95,A1BG8QW55XHN6U,130465110X,5.0,1385424000
96,A1BG8QW55XHN6U,1304651118,5.0,1385424000
97,A6R426V4J7AOM,1304651347,5.0,1385856000
98,A1BG8QW55XHN6U,1304665704,5.0,1385596800
99,AZ4FR14IPKML7,1304665720,5.0,1388966400
100,A251DS38L87XWF,1304665720,1.0,1391299200
101,A1BG8QW55XHN6U,1304665720,5.0,1385596800
102,A22ZFXQE8AWPEP,130466578X,1.0,1386028800
103,A1Z03R982SX8V2,1403790965,4.0,1389916800
104,A1ZY0K46FYOTB6,1403790965,5.0,1357603200
105,A3MAATZ091QZGE,1403790965,5.0,1372550400
106,A35XCJ5P6ZKRE9,1403790965,5.0,1340755200
107,A2B3YKKXVN28TW,1403790965,5.0,1385856000
108,A2RDR51FRB58LD,1403790965,5.0,1328918400
109,A2MSCG0YX85RL4,1403790965,5.0,1375833600
110,A2P8AUMTM6O605,1403790965,5.0,1403913600
111,A3SN6TKIXQI7RP,1403790965,5.0,1375488000
112,A1MLJHYS35C4X6,1403790965,5.0,1373414400
113,A2FTLN4PYZE7S6,1403790965,5.0,1403827200
114,ATPHIBSTV1NY5,1412759676,5.0,1356739200
115,A1QWS6V26JZ5OX,1412759676,5.0,1371340800
116,A1VK4ALI1QOF5U,1412759676,4.0,1356912000
117,A1GIXQUBPA0DPT,1412759676,5.0,1298246400
118,A22L53OZ7IDQX3,1412759676,5.0,1310774400
119,AAOU507M8SF9E,1412759676,5.0,1320019200
120,A2DIOCFQZQFD9O,1451646526,4.0,1331510400
121,A17Z7DO3IFHZOE,1457982633,5.0,1399593600
122,A120LZ9VNR3YI0,1572671203,3.0,1294617600
123,A39QH03VD9U048,1572671203,3.0,1373155200
124,A95YCV8FK2LCM,1572671203,4.0,1295395200
125,AP57TEKK91CIM,1572671203,5.0,1375833600
126,A3OQ3FVYBU7SBD,1879187396,5.0,1382400000
127,A2GDJP70RVLDKY,1906987238,5.0,1373068800
128,A2BQ8DVGEGWAFY,1929099886,4.0,1355011200
129,A2A0EW34FZH9Z7,1987958179,5.0,1394755200
130,A1D6UAVLQUS41B,3222000565,5.0,1381449600
131,A2VRUBSVHDDOU9,3222000565,5.0,1382486400
132,A276N142RFK6EF,3222000565,5.0,1404345600
133,A2HNQ3JHXDSVMW,322700075X,3.0,1361491200
134,ADURH4ZDRMZV6,3227001055,4.0,1369440000
135,AXVLSEEYTC4Z9,3227001055,1.0,1372809600
136,AGGXC77INUISD,3227001055,5.0,1405296000
137,A10REFE1TW3ZVT,3227001381,5.0,1350691200
138,A3M7ROZKQW6F69,3227001381,4.0,1351814400
139,A271KYL82709TY,3227001381,5.0,1382400000
140,A1OON4OPP58E26,3227001381,5.0,1372204800
141,A3COLQK8Y9V9A5,3227001381,5.0,1345680000
142,A28H0PAQPYKN94,3227001381,5.0,1371859200
143,AYI1LDJYGG0ZK,3227001381,4.0,1357257600
144,A3T5EYVSBN3QQX,3227001381,2.0,1363219200
145,A3E4N6O6WC8LEX,3227001381,5.0,1323216000
146,A30IURTQM5NNA4,3227001381,5.0,1376524800
147,A100GYE1W4OXZ8,3227001381,5.0,1372032000
148,A1ZWS1H6H06Y2J,3227001381,5.0,1342915200
149,A3BMQUL5QATQIW,3227001381,5.0,1368057600
150,AI5JNFT6YBQQY,3227001381,5.0,1362873600
151,A2H79ANDK766S1,3227001381,4.0,1404432000
152,A3LO1A9N0F0TXE,3227001381,5.0,1345507200
153,A2JYNUBR7H2W41,3227001381,5.0,1339027200
154,A2O9UKJ2FR0GZ4,3227001381,5.0,1389225600
155,A1O5Z4ZKPMHORQ,3227001381,5.0,1326499200
156,A366PG2T9L9VSW,3227001381,2.0,1373068800
157,A11AT6B3912DCU,3227001381,5.0,1356652800
158,A2RCLQ2PS3PN8H,3227001381,5.0,1384300800
159,A445U3NN5XBYK,3227001381,3.0,1374451200
160,A3GAMJUEB4A4J9,3227001381,5.0,1381363200
161,A7BCFTL2PU1NZ,3227001381,5.0,1359676800
162,A87X19PQJFYFA,3292000971,5.0,1371859200
163,A2F5SHIP4HF9,3292000971,5.0,1371254400
164,A305WEYT5UZKCZ,3292000971,5.0,1365724800
165,A2E8U0H25VGG3O,3423470476,1.0,1322438400
166,A2S1HDSZ0OGW1M,360211600X,5.0,1332028800
167,AFRE5F3MKUKME,360211600X,1.0,1392595200
168,A11Q1HQ84F8POH,4057362797,1.0,1327017600
169,A2CCV112TWLK7A,4057362843,5.0,1357084800
170,A2099WPFJKJKZC,4057362886,4.0,1377043200
171,A1T8YQ4FFMWQPC,4057362894,5.0,1387065600
172,AZLE2XFH3JUNG,4057362894,5.0,1367193600
